ID	payment_type	power_consumption	HHH	HGEW	MTREG0G	MTKAU0G	MTSTR0G	MTBEB0G	MTSTA0G	MTBON0G	MTADE0G	MTALT0G	MTFAM0G	MTKDI0G	MTKLE0G	MTKKL0G	MTKGB0G	MTKGL0G	SCMWGR2	SCMWGR3	SCMWGR4	SCMWGR5	SCMWGR6	SCMWGR7	SCMWGR21	SCMWGR22	PHARM1	PHARM2	PHARM3	PHARM4	PHARM5	PHARM6	canceler
21970	1	1550	8	0	13	-5	1	3	2	1	6	6	1	4	2	0	6	0	5	1	5	1	5	4	5	5	7	1	7	4	1	6	no
28652	2	4713	1	0	13	-6	3	1	6	5	4	4	5	10	3		5	1															no
11354	1	1145	4	1	16	-8	1	2	6	3	6	4	5	10	2	3	5	0	3	4	3	2	3	5	1	3	6	1	7	3	2	6	no
22510	2	1712	8	2	16	-6	1	3	2	7	7	4	3	7	2	0	1	0	2	4	4	1	4	3	1	1	5	4	2	5	3	5	no
29856	2	2885	5	0	16	-8	4	2	2	2	9	7	4	3	1	0	6	0									2	2	6	2	1	2	no
3094	1	4830	1	0	14	-7	1	1	3	2	5	4	8	9	1		2	2															no
16222	2	3836																															no
25898	2	1866	7	0	12	-2	1	3	5	4	5	6	2	5	1	0	1	0	1	2	5	4	3	2	3	4	1	5	6	4	5	5	no
3543	2	5504	1	0	12	-2	1	1	9	2	9	5	7	9	8	3	1	2	5	1	5	4	5	5	5	1	1	6	7	6	2	3	no
29903	2	1591	5	0	14	-7	1	2	2	9	6	2	1	10	1	0	5	0	1	1	3	4	1	5	1	2	6	4	2	5	2	7	no
29626	2	1808	1	0	15	-5	3	1	7	3	9	5	6	10	4	0	3	3	2	1	5	5	3	4	5	5	1	7	7	4	4	1	no
6442	2	2914	1	0	12	-2	1	1	8	1	8	5	7	9	5	0	4	2		1			3				1	4	6	4	1	2	no
38212	2	1896	1	0	14	-8	1	1	1	9	4	5	5	9	2	0	9	1									6	2	7	4	3	7	no
7755	2	802	6	1	13	-3	1	3	6	2	6	4	6	3	3		5	2															no
23993	2	4716	1	1	16	-8	3	1	4	7	9	4	6	8	1	0	8	0	1	4	5	2	4	1	3	3	6	2	1	5	5	7	no
11633	2	1854	2	0	16	-8	1	1	1	8	9	4	9	7	1	0	5	0	5	2	3	4	1	5	1	5	7	4	5	4	1	5	no
29063	2	6778	1	0	12	-2	1	1	6	6	5	4	6	4	1	0	7	1	4	2	3	3	3	2	2	3	1	4	6	4	1	3	no
6739	2	2370																															no
7062	1	3921	1	0	14	-9	1	1	2	2	8	5	6	5	4	0	3	3									2	1	1	6	6	7	yes
1443	2	2304	2	0	14	-5	1	1	5	2	6	5	7	10	2	0	7	0	3	2	3	5	1	2	2	2	7	2	2	5	5	3	yes
26220	2	728	6	0	16	-8	1	3	1	3	8	4	4	6	1	3	6	0	1	3	5	5	1	1	5	1	4	1	7	2	5	6	no
38424	1	5582	3	2	16	-5	3	2	6	5	8	4	7	7	3	6	7	0	4	5	3	3	5	5	2	3	4	2	3	1	4	7	yes
14208	2	895	1	0	16	-8	1	1	8	2	8	4	8	8	3	6	8	0	2	5	5	1	4	1	4	1	6	1	7	1	6	7	no
12506	1	402	32	1	11	-3	2	5	8	7	8	3	2	5	4	0	4	0	5	1	1	5	1	1	4	4	7	5	7	4	4	2	no
34407	2	715	1	0	16	-9	3	1	3	4	8	4	6	10	1	6	7	1	5	1	4	1	4	5	5	2	2	2	1	5	6	7	no
17338	2	1689	1	0	14	-7	1	1	2	2	8	7	4	3	2	0	9	2	1	1	4	2	1	3	2	1	7	2	1	5	4	5	no
8996	2	9750	1	0	15	-2	3	1	8	6	7	4	7	8	7	3	5	0	2	5	5	5	3	4	5	5	3	1	7	2	2	7	no
16249	2	2725	1	0	13	-2	3	1	9	2	8	6	8	8	6	0	2	0	3	1	2	4	2	2	3	3	4	2	1	1	6	5	no
18027	2	1227	6	0	13	-7	1	3	5	7	8	4	4	6	3	0	5	1	4	2	4	4	2	5	4	2	6	1	7	2	2	2	no
5849	2	4062	1	0	13	-2	3	1	8	2	5	5	8	9	6		1	1															no
8906	2	4338	1	0	12	-6	1	1	2	1	9	4	7	8	3		3	2															no
45	2	1736	1	0	16	-7	1	1	7	7	3	5	4	6	1		6	0															no
16003	2	1604	6	1	15	-7	1	3	5	5	8	6	2	5	4	0	8	0	2	3	3	2	1	2	2	2	1	1	7	7	6	6	no
29105	1	2211	1	0	16	-9	1	1	1	5	5	5	6	10	1	3	8	1	2	3	3	3	5	1	4	1	1	2	1	1	7	6	no
38342	2	2870	2	0	14	-5	3	1	4	3	9	7	4	6	2	3	9	0	1	2	2	2	5	3	1	4	6	2	1	4	5	6	no
4296	2	2440	9	1	13	-2	3	3	7	2	8	5	3	5	3	3	1	3	3	1	3	2	1	5	2	2	4	5	1	2	7	6	no
8826	2	259	1	0	12	-4	3	1	3	1	8	5	7	10	2		6	1															no
31810	2	1335	1	1	15	-7	2	1	7	2	6	5	7	6	2	0	2	2	4	2	3	2	4	3	2	2	5	5	7	2	3	5	no
13865	2	2000	10	0	15	-2	1	4	3	2	8	6	1	4	1	0	2	0	1	5	1	3	1	2	5	5	3	2	7	1	2	4	no
25471	2	1508																															no
17978	2	2631																															no
12634	2	3079	11	0	13	-5	1	4	4	1	7	6	1	1	5	0	1	0	2	1	2	1	2	2	4	1	1	5	1	1	7	6	no
18648	2	1726	8	0	13	-5	1	3	2	6	4	4	2	10	1	0	3	0	3	5	1	3	5	4	1	4	2	1	6	2	1	2	no
19448	2	2460	1	0	15	-5	1	1	2	5	9	4	4	10	1	3	8	0	3	3	1	3	5	5	3	4	4	1	1	5	6	7	no
3732	1	1245	3	0	13	-4	1	2	5	3	4	5	4	1	2	3	1	0	1	4	4	1	1	5	5	3	6	2	1	4	5	5	no
36896	2	1970	4	0	13	-7	1	2	5	1	7	6	2	6	1	3	1	0	5	5	5	2	2	5	5	5	5	1	7	2	5	6	no
22350	1	1925	2	0	14	-5	1	1	7	5	8	5	5	8	1	0	7	2	5	5	3	4	4	5	4	3	7	3	3	5	2	3	no
11642	2	4282	4	1	13	-4	4	2	3	9	5	3	8	3	5	3	8	0	1	4	1	5	2	1	5	1	7	4	1	2	4	6	no
34297	2	817	7	0	13	-2	1	3	4	4	8	5	2	5	6	0	2	0		1			3				1	3	2	1	4	6	no
38214	2	399	8	0	12	-2	3	3	6	3	9	6	3	5	4	6	3	1	1	5	5	1	1	1	5	5	7	2	7	3	1	2	no
4007	2	1709	1	0	15	-7	4	1	3	3	6	5	6	1	1	3	1	0	4	1	4	2	3	5	4	2	1	1	1	2	7	7	no
1385	2	3111	3	1	12	-9	1	2	3	7	3	4	7	10	2	0	7	1	5	3	4	4	3	4	1	3	5	1	4	7	5	5	no
32264	2	7499	7	0	13	-5	1	3	3	4	7	4	5	6	2	0	2	0	4	2	4	4	4	4	1	4	7	3	2	6	6	2	no
11424	1	1032	7	0	16	-5	1	3	2	5	9	5	3	6	2	3	4	0	1	1	5	5	3	3	1	3	3	1	4	7	5	7	no
28340	2	1529	3	0	13	-2	1	2	4	5	9	7	5	6	1	3	1	0	2	1	4	1	2	1	4	3	1	3	2	2	4	6	no
24769	1	4724	1	0	14	-3	3	1	6	1	9	6	5	10	3	0	3	1	5	1	4	4	1	5	2	1	7	3	3	5	2	3	no
1687	2	684	5	0	16	-6	1	2	4	4	7	3	6	8	2	0	8	2	2	3	5	5	1	3	2	2	2	1	7	1	6	6	no
3138	2	1211	1	0	12	-6	3	1	8	3	9	5	5	4	2	3	9	0	5	1	3	2	5	1	3	3	7	4	5	5	1	1	no
33334	2	5591	1	0	16	-8	1	1	5	2	9	6	5	10	1	3	4	0	3	2	4	3	1	2	2	2	1	2	3	1	6	7	no
18618	2	462	56	0	16	-8	1	5	1	1	4	7	1	1	1	0	1	0	4	5	1	5	5	5	1	1	2	1	5	7	1	7	no
15634	2	556	1	0	16	-7	3	1	2	5	1	5	2	8	1	3	3	0	5	5	4	4	2	4	5	3	6	1	1	7	3	6	no
707	2	586	6	0	13	-9	1	3	6	1	9	5	3	5	1	3	2	2	5	3	5	2	1	3	5	3	5	1	6	2	4	6	no
8807	2	2876	1	1	12	-6	1	1	4	6	5	3	6	9	5		1	0															no
18694	2	3631																															no
19866	1	1122	7	3	16	-8	3	3	8	5	7	6	5	4	2	3	2	0	5	1	5	5	3	4	5	5	6	1	7	2	5	7	no
18309	2	5854	1	0	16	-8	1	1	1	3	7	4	5	8	3	3	3	2	5	3	2	2	2	2	3	2	3	1	3	7	2	7	no
8705	1	204	2	1	13	-8	1	1	3	8	3	1	6	10	1	0	6	2	5	1	2	3	5	1	4	2	5	1	7	1	5	7	no
26486	1	1643	4	0	13	-4	1	2	3	8	2	3	4	4	2	0	8	0	1	5	5	2	1	2	4	2	1	6	7	3	1	3	no
29546	1	1327	1	0	15	-6	1	1	6	6	7	4	3	4	1	6	3	0	5	5	5	3	1	3	1	2	7	2	3	5	5	6	no
25716	2	856	6	0	15	-6	1	3	7	4	7	4	1	6	3	0	4	2	5	2	3	1	2	5	5	5	6	4	7	1	4	6	no
24070	2	647	1	0	16	-7	4	1	5	5	8	3	8	10	4	0	7	2	5	5	1	3	5	1	3	5	1	2	6	1	1	5	no
28689	2	11551	2	0	16	-9	3	1	1	6	4	4	7	9	1		4	1	4	4	3	4	3	3	4	1	5	2	6	4	4	3	no
6419	2	693	3	0	16	-8	3	2	4	2	4	6	7	9	3	3	3	0	3	2	5	1	5	1	4	4	3	1	6	4	5	6	no
14053	1	1656	5	0	14	-7	3	2	2	2	6	4	5	9	2	3	5	2	1	5	5	2	1	4	5	1	1	7	7	4	1	5	no
194	2	419	1	0	15	-2	3	1	5	4	9	4	5	7	4	3	1	0	4	1	1	5	5	3	1	4	2	6	7	2	2	5	no
3889	2	1474	1	0	15	-4	3	1	7	4	9	5	5	5	1	0	7	2	4	5	2	1	4	1	5	3	1	6	7	1	4	6	yes
1622	2	2388	5	0	13	-5	4	2	4	7	9	3	4	9	1	0	7	0	1	5	1	1	4	1	5	1	1	3	3	5	1	5	no
37632	2	5718	1	0	13	-6	1	1	9	3	8	4	6	10	2		8	0															yes
3707	2	1401	6	0	14	-6	1	3	6	1	8	6	3	6	2	0	2	0	2	5	5	1	1	5	1	3	6	1	7	4	6	7	no
14617	2	972	3	0	14	-9	3	2	6	1	6	5	7	9	1	3	7	1	1	1	5	2	1	2	1	1	7	4	5	4	1	4	no
37996	2	2498	2	1	12	-6	4	1	7	4	6	5	9	8	2	3	3	1	4	5	4	1	4	5	5	3	3	2	3	4	5	4	no
17326	2	2565																															no
17866	1	1716																															yes
36940	2	707	1	0	16	-7	1	1	5	5	3	3	4	7	2	6	3	1	5	5	1	2	1	3	1	2	6	1	6	2	5	7	no
1835	2	1071	2	0	16	-6	1	1	2	9	8	5	4	9	4	6	8	1	5	1	1	5	4	1	2	1	4	1	6	4	2	7	no
25540	2	6814	1	0	13	-5	1	1	5	1	9	6	9	7	3	0	6	0	4	4	2	3	2	4	3	2	7	1	6	3	6	6	no
28458	2	1538	0	1	14	-8	1	0	3	4	6	4	9	10	2	0	7	0	3	2	3	2	3	4	4	3	2	1	1	5	6	7	no
21184	2	1738	2	0	14	-8	1	1	3	7	9	4	2	9	1	3	7	0		1			1				6	1	7	3	4	7	no
24152	2	3290	2	0	16	-8	3	1	4	4	4	3	7	10	1		2	0															yes
36848	1	4161	2	0	15	-7	1	1	1	8	4	7	3	6	1	3	8	0	1	1	5	1	1	2	2	5	7	5	3	1	6	7	no
26945	2	1203	43	1	15	-6	1	5	4	2	6	7	1	1	1	6	2	0	1	5	5	1	5	5	5	5	1	7	4	1	2	7	no
911	1	2706	2	0	14	-6	1	1	3	6	7	5	8	10	2	0	7	0	3	1	5	1	1	3	1	3	6	3	7	5	1	1	yes
10889	1	5687	2	0	16	-7	1	1	1	1	5	4	4	8	5	0	3	0	4	1	3	4	3	2	4	1	6	1	3	1	4	6	no
9875	2	1915	2	0	16	-8	1	1	1	6	3	5	5	6	2	3	1	0	5	1	5	3	1	2	5	3	1	1	7	2	2	6	no
28697	2	4715	2	0	14	-7	3	1	3	5	9	5	8	10	2	3	8	2	4	2	4	1	1	3	5	5	7	2	1	4	4	5	no
19364	1	2393	3	2	15	-3	3	2	6	7	8	4	7	6	7		1	2															yes
4459	1	3198	3	0	16	-9	1	2	2	9	5	3	6	10	1	0	5	0	2	5	4	5	5	4	2	1	5	1	7	3	1	7	no
28525	2	727																															no
27001	2	2725	6	0	15	-7	1	3	2	4	8	5	2	8	8	0	2	2	4	3	5	2	3	2	3	4	7	1	7	1	6	7	no
14802	2	2156	4	0	16	-8	3	2	1	5	7	5	2	3	8	3	3	0	2	3	3	4	1	4	5	5	2	4	7	4	1	6	no
19977	2	1183	3	0	16	-8	1	2	3	3	5	6	1	6	4	0	4	2	2	3	5	1	1	2	2	2	7	2	7	4	2	7	no
29531	2	384	5	0	15	-6	1	2	2	1	6	6	1	1	1	0	4	0	1	1	5	1	4	3	5	5	7	1	3	7	3	5	no
6488	2	4867	3	2	14	-4	3	2	4	8	1	3	8	10	2		7	0															yes
30302	2	2582	5	0	14	-9	1	2	5	3	8	4	9	10	2	0	5	2	3	5	4	4	3	3	2	4	7	3	6	5	7	4	no
8910	1	2293	7	0	13	-7	1	3	2	2	2	4	3	10	2	0	6	0	3	4	2	4	4	5	2	4	4	2	5	2	1	6	no
12134	2	2592	1	0	14	-6	1	1	4	2	9	4	5	10	4		5	1	1	2	3	2	5	2	3	3	7	1	3	4	4	7	no
29806	2	2097	2	0	16	-8	3	1	4	2	4	5	7	10	3	6	5	0	1	5	2	4	1	2	5	3	1	4	2	1	1	6	no
24551	2	2	2	1	16	-8	3	1	8	3	9	5	5	8	3	0	2	3	3	5	3	2	4	5	4	1	4	2	7	4	4	7	no
29431	2	2523	1	0	16	-9	4	1	4	3	8	6	5	7	1	6	4	0	5	5	2	4	1	1	4	3	1	1	6	1	7	7	no
32234	1	2212	1	0	16	-9	1	1	1	1	9	5	7	8	1	0	8	2	5	4	2	3	2	2	1	5	6	1	1	6	6	7	no
18434	2	2282	1	0	13	-6	1	1	3	8	9	4	7	9	2	0	8	2	1	1	3	1	3	3	5	1	7	2	1	5	4	5	no
17458	2	7994	3	0	13	-6	3	2	7	7	7	4	3	6	6	6	3	0	3	5	3	5	1	2	4	1	7	2	7	3	1	3	no
11023	2	3273	2	0	14	-3	1	1	2	1	3	3	7	10	1		4	0															no
12706	1	3119	1	0	16	-8	3	1	3	8	6	4	8	5	3	0	8	0	1	4	4	3	3	5	1	2	5	2	1	5	6	7	no
27480	2	1514	7	0	16	-6	1	3	1	2	6	5	5	8	2	0	1	2	4	4	3	2	1	4	2	3	1	1	7	7	6	7	no
26811	1	2040	1	0	16	-8	3	1	1	1	6	4	6	8	3		5	3															no
19017	2	1740	2	1	15	-2	2	1	8	5	7	3	6	4	4	0	8	2	5	5	4	1	4	5	3	2	5	1	7	3	6	7	no
5618	2	1096	12	0	15	-6	2	4	5	3	8	6	1	1	1		9	0	2	3	4	2	3	4	2	5	7	4	7	2	4	7	no
21117	2	1040	4	0	13	-3	1	2	5	1	7	6	5	1	1		4	0															no
34755	2	2000	1	0	12	-2	1	1	9	2	9	6	6	10	3	0	5	1	5	4	5	3	1	3	3	4	1	6	6	4	3	4	no
36432	2	1433	3	0	13	-9	1	2	3	1	9	6	3	8	1	3	2	0	4	1	5	3	5	2	5	5	4	1	3	7	2	7	yes
20643	2	190	2	0	16	-6	1	1	3	1	4	6	5	9	3	0	6	0	5	1	4	5	1	3	3	4	6	1	2	1	1	5	no
22957	2	973	7	0	12	-3	1	3	8	8	4	4	1	3	2		6	2															no
24333	2	2624	2	2	12	-4	3	2	9	5	8	4	9	8	7	6	1	0	2	2	2	3	2	2	2	2	6	3	3	1	2	5	no
23208	2	3763	1	0	15	-8	1	1	2	1	4	4	7	10	3	0	6	0	1	1	4	5	1	2	1	4	1	3	1	2	3	7	no
27944	1	2991	8	0	13	-6	1	3	3	6	7	5	2	9	1	0	7	1	2	4	5	3	1	3	4	2	3	2	7	1	2	6	no
36687	2	1004	2	0	14	-8	1	1	9	2	5	4	6	10	1		8	0															no
7653	2	6361	2	0	14	-8	1	1	1	1	9	4	8	6	3	0	7	0	2	1	3	1	4	1	5	5	7	2	3	5	5	4	no
33025	2	684	1	1	12	-4	3	1	6	9	9	4	5	10	4	6	7	2	2	4	3	3	5	3	1	5	7	3	5	1	1	1	no
23378	2	1639	8	0	15	-6	1	3	1	8	8	4	1	6	1	0	3	0	2	4	4	3	3	5	2	1	6	4	6	3	5	7	no
36423	2	2757	0	1	12	-2	3	0	8	4	9	5	6	4	3	0	2	0	3	1	5	2	5	4	4	1	1	7	7	4	3	1	no
8854	2	1634	1	0	16	-8	1	1	1	7	8	5	4	9	1	0	4	1	2	2	4	5	1	3	1	5	4	1	7	3	2	7	no
9387	2	5467	10	0	13	-3	1	4	3	5	3	5	1	2	2	3	1	0	4	4	5	1	1	5	4	3	7	5	1	1	5	5	no
14347	2	3410	2	0	13	-2	3	1	5	6	9	4	4	6	9	0	1	2	2	1	4	4	2	3	4	4	7	2	2	1	6	2	no
29127	1	1450	2	0	13	-5	1	1	3	5	1	5	3	3	3		5	0															no
26537	2	1782	19	1	15	-5	1	4	8	8	3	4	2	9	4	0	4	2	4	1	1	5	2	1	5	2	1	5	7	6	5	5	no
35441	2	4780	6	0	15	-7	1	3	5	4	9	6	4	8	2	3	3	2	1	2	5	3	4	5	4	5	5	1	5	5	3	7	no
21550	2	3780	3	0	15	-1	4	2	6	9	9	4	9	10	1		7	1															no
19048	1	3549	8	1	15	-5	3	3	6	3	8	3	7	7	2	0	5	1	1	2	1	5	5	3	3	2	7	1	3	5	3	5	yes
11347	2	2788	2	0	13	-5	1	1	4	2	7	5	7	2	1		5	0															no
2786	1	1882	2	0	16	-7	1	1	6	1	6	3	3	3	3	3	6	3	1	5	5	5	2	1	3	1	4	1	3	1	7	7	no
30701	2	960	3	1	16	-9	3	2	6	1	9	5	9	1	7	0	1	0	3	5	5	3	1	2	5	2	2	1	1	6	6	7	no
10834	1	157	1	0	16	-8	1	1	3	2	6	4	4	4	6	0	3	2	2	4	5	1	1	1	2	1	2	1	7	1	6	7	no
3572	2	3663	1	0	16	-3	1	1	2	2	6	3	5	9	7	6	4	0	4	2	1	5	5	5	3	3	6	3	7	1	2	3	no
18216	2	1806	6	1	16	-8	1	3	9	2	4	6	3	6	5	3	3	2	5	4	2	4	3	5	5	2	1	1	1	2	5	6	yes
18426	1	3272	1	0	14	-8	1	1	8	1	5	5	5	10	1	0	4	0	2	2	5	2	3	2	4	1	7	1	1	5	7	7	no
32887	2	2183																															no
905	1	4438	1	0	16	-8	1	1	1	2	8	3	6	10	1	0	5	1	5	4	5	5	5	5	1	1	3	1	1	4	6	7	no
13818	2	652	2	1	16	-8	3	1	2	1	5	6	8	5	2	3	5	2	5	4	3	4	2	5	5	1	3	1	3	7	2	7	no
13189	1	1958	2	0	12	-6	2	1	6	7	8	4	6	6	3	3	6	0	3	4	2	2	1	5	4	2	5	1	3	2	2	7	yes
17181	1	2282	7	1	14	-6	1	3	4	4	4	5	4	10	2	0	5	0	5	5	2	5	5	3	1	5	6	2	7	5	3	1	no
21789	1	2151	4	1	16	-6	1	2	2	8	6	4	5	10	2	0	8	0	4	5	4	1	1	4	1	4	5	4	2	5	3	6	no
12990	2	1630	1	1	12	-6	2	1	7	3	5	4	7	3	3	0	2	0	5	5	4	3	1	5	5	3	2	1	7	1	2	6	no
29914	2	3050	15	1	16	-8	1	4	2	1	5	6	1	2	3		4	0															no
37513	2	3919	1	0	14	-3	4	1	8	5	9	3	7	10	1	0	1	1	1	1	2	5	1	1	1	1	7	5	7	7	1	3	no
31210	2	1983	3	1	16	-7	4	2	7	4	9	5	3	8	7	3	7	1	3	1	2	2	4	2	2	1	7	3	5	1	2	5	no
19377	2	1355	1	0	14	-4	1	1	2	5	5	5	6	8	1		9	0															no
2805	2	1327	3	1	13	-4	1	2	7	3	9	5	4	10	1	0	6	0	2	5	5	5	5	2	4	5	1	3	5	3	1	7	no
34963	2	3816	1	0	16	-9	1	1	3	2	7	4	7	9	2	0	6	3	5	1	2	2	2	4	2	5	6	1	7	3	4	7	no
7925	2	1356	2	0	15	-7	1	1	1	1	6	5	5	6	5	0	6	2	3	1	5	3	3	5	1	3	1	2	3	4	5	7	no
18714	2	3794	2	0	16	-8	1	1	4	3	9	6	6	8	2	3	8	3	1	1	5	1	4	3	5	3	4	2	1	4	4	6	no
3220	2	3009	1	0	16	-7	4	1	3	9	9	3	9	10	1		8	1															no
36993	1	3611	1	0	13	-7	3	1	6	5	2	3	6	3	1		5	0															yes
347	2	3759	1	0	14	-7	1	1	1	1	9	5	7	1	1	0	5	0	5	5	4	5	3	5	1	1	6	2	1	5	6	6	no
24271	2	2503	2	0	13	-9	3	1	5	6	5	5	9	9	1	0	5	1	4	4	3	4	5	1	4	1	3	1	7	1	4	6	no
23555	2	4611	2	0	13	-5	3	1	4	6	8	3	7	8	3	0	5	2	4	4	3	3	4	3	3	1	5	2	1	5	6	6	no
23634	2	2165	1	0	13	-4	1	1	3	6	6	2	9	6	4	3	2	2									6	1	7	4	2	6	no
30203	1	3055	3	0	15	-6	4	2	6	8	4	5	9	2	2	0	6	0	4	4	4	5	1	2	5	1	7	1	5	7	1	7	no
12997	2	2037	5	0	13	-2	3	2	6	2	9	5	4	10	2	0	5	0	3	1	1	5	5	4	4	2	7	5	1	1	7	6	no
18189	1	4122	1	0	14	-9	1	1	1	1	8	4	6	2	1	0	7	0	4	4	3	5	3	2	2	1	5	1	1	7	6	7	no
37809	2	2979	2	0	14	-7	1	1	1	2	5	4	4	10	2	0	6	1	2	4	2	5	1	1	4	4	7	2	5	6	3	3	no
28397	1	6142																															no
28027	2	3455	1	0	14	-3	4	1	6	2	2	5	8	5	6	0	5	2	4	3	1	1	3	5	1	3	7	4	5	5	1	2	no
20537	2	4702	1	0	14	-8	2	1	9	1	2	6	5	10	4	3	5	3	1	4	5	2	1	3	5	2	7	2	7	4	3	6	no
37033	2	672	2	0	16	-8	4	1	6	4	9	5	7	5	2	0	3	3	5	3	1	3	5	5	5	1	6	5	7	2	1	6	no
17310	2	894	3	0	13	-4	1	2	3	5	4	5	4	7	1	3	7	0	5	5	5	5	1	4	1	5	1	2	5	5	1	6	no
11370	2	645	46	6	13	-4	1	5	6	1	8	7	1	1	2		2	0	2	5	5	2	3	5	5	5	1	5	4	5	4	6	no
17140	2	3111																															no
22674	2	2893																															no
20785	2	2359	1	0	14	-9	2	1	5	2	8	5	7	10	1		6	1															yes
15995	1	0	1	0	16	-6	1	1	1	2	7	4	4	10	3	6	3	0	4	1	5	2	3	1	4	1	5	2	1	3	6	5	no
4801	2	3541	1	0	15	-6	1	1	2	2	6	3	4	8	2	0	7	1	4	1	3	5	2	2	2	5	5	6	7	1	4	4	no
22599	2	1825																															no
10528	1	3203	3	0	16	-8	4	2	4	5	7	2	6	10	2	0	5	0	4	5	5	3	4	5	2	4	3	1	4	6	6	6	no
9686	2	2215	2	0	16	-8	4	1	3	3	4	5	5	6	6	0	6	0	1	5	4	3	1	2	2	1	1	6	7	7	2	7	no
9062	2	1783	6	0	15	-6	1	3	5	5	5	3	6	9	3	0	7	1	5	2	4	5	5	1	2	4	6	2	7	1	7	6	no
21563	2	3596	1	0	14	-6	1	1	2	1	9	6	3	8	1	6	3	1	3	4	3	2	5	4	1	5	2	1	1	6	6	7	no
2054	1	4426	5	0	12	-5	1	2	2	3	9	6	4	8	1		2	0															no
22298	2	2513																															no
28441	2	2250	1	0	15	-1	3	1	5	2	5	5	5	3	3	6	5	0	3	1	1	5	1	2	5	1	1	6	7	1	3	5	no
15964	2	1653	4	0	15	-7	1	2	1	5	5	4	6	9	2	0	4	0	3	1	3	3	5	2	3	1	7	1	5	1	6	7	no
23124	1	2244	1	0	14	-7	1	1	6	3	4	3	7	10	1		4	1															no
1205	2	4320	2	2	13	-4	3	2	6	7	5	4	4	10	1	0	8	0	2	2	2	1	4	3	1	2	1	6	7	3	2	5	no
10840	2	3016	1	0	12	-7	1	1	2	8	9	5	7	10	1		5	2															no
12583	2	733	0	1	13	-4	2	0	6	4	5	5	5	2	2	0	8	0	1	2	2	5	4	3	2	1	1	5	4	3	1	1	yes
26469	1	2874	1	0	13	-5	4	1	6	6	7	5	7	8	1	3	4	0	1	1	3	5	1	3	2	1	1	4	7	3	1	3	no
11881	2	2349																															no
15127	1	17																															no
11607	2	4717	1	0	13	-2	1	1	5	6	6	4	8	10	4	6	3	0	4	5	3	4	2	4	4	4	7	1	3	1	7	6	no
14587	1	2610	1	0	14	-9	3	1	4	9	7	3	7	9	2		6	1															yes
5907	2	3407	1	0	16	-6	1	1	8	5	9	4	7	9	4	3	2	0	5	4	3	2	4	3	2	1	1	2	2	1	6	6	no
32963	2	477	1	0	14	-8	3	1	5	4	7	4	6	10	1	0	2	1	1	1	4	3	1	4	4	1	3	2	7	4	6	7	no
19016	1	2239																															no
1890	2	1352	8	0	15	-6	1	3	5	6	5	6	2	3	7	0	2	0	2	1	3	3	3	3	2	5	4	1	7	1	6	7	no
33583	1	6021	1	0	14	-9	1	1	4	8	9	7	2	10	1	3	6	1	5	1	1	4	1	1	2	1	6	1	1	1	7	7	no
15033	2	4268	1	0	16	-6	4	1	6	1	5	5	7	10	1	3	8	1	4	1	4	2	1	5	1	2	1	5	7	3	2	6	no
16644	1	503	1	0	14	-7	3	1	4	1	9	4	8	10	1	0	6	1	4	5	3	5	4	5	4	2	6	2	1	5	5	5	no
542	2	1837	9	0	15	-8	1	3	2	3	8	5	1	3	8	6	5	0	4	5	2	4	2	3	1	2	3	2	7	2	2	7	no
7209	2	3064																															no
28706	2	1761	16	1	12	-6	1	4	5	3	7	4	4	9	3		4	1															no
20101	2	3460	1	1	16	-9	4	1	5	6	6	5	8	2	1		9	0	5	1	1	2	5	1	3	4	1	3	3	1	5	7	no
22502	2	909	6	0	13	-5	1	3	2	1	9	6	4	2	3	3	4	0	5	3	5	3	2	5	5	3	6	1	6	3	1	5	no
21675	2	471	4	0	15	-7	1	2	3	4	8	5	3	8	3	0	7	0	5	4	1	4	5	5	2	2	1	1	2	1	6	7	no
5438	1	5828	2	0	16	-8	1	1	1	1	7	5	6	5	1	0	8	0	1	3	5	5	1	1	1	1	6	1	1	7	4	7	yes
28470	1	1	13	1	13	-3	1	4	6	9	8	3	3	7	3	3	4	0	1	3	1	3	5	3	1	2	5	3	5	1	7	6	no
959	2	3765	2	0	16	-7	1	1	1	4	4	5	6	10	1	0	3	2	4	1	2	5	1	4	1	2	6	1	1	6	5	7	no
32031	2	902	1	1	16	-8	3	1	6	2	8	5	5	10	1	3	8	0	3	1	3	5	1	3	4	4	6	2	1	4	6	7	no
22828	2	4449	2	0	13	-2	1	1	6	9	3	1	5	5	8	3	4	0	3	1	3	5	1	1	1	4	2	1	1	3	2	7	no
4004	2	943	1	1	13	-3	5	1	8	2	4	5	3	9	8	3	3	1	1	5	4	4	1	3	1	2	3	7	7	4	3	5	no
8203	2	1309	6	0	14	-6	1	3	7	1	9	6	2	7	1	3	7	0	2	5	5	2	3	4	2	3	5	2	6	4	3	4	no
23324	1	964	1	0	16	-6	1	1	5	1	6	5	6	3	1	0	2	2	1	4	3	3	5	2	2	2	4	2	1	5	6	6	no
3209	2	2693	4	0	16	-6	1	2	2	9	7	4	2	10	1	0	2	0	2	4	1	3	3	3	1	3	2	1	5	7	3	7	no
4932	1	2756	1	1	15	-6	1	1	7	8	6	4	7	10	5	0	4	0	2	3	4	5	3	3	1	5	7	5	3	5	7	6	no
