ID	payment_type	power_consumption	HHH	HGEW	MTREG0G	MTKAU0G	MTSTR0G	MTBEB0G	MTSTA0G	MTBON0G	MTADE0G	MTALT0G	MTFAM0G	MTKDI0G	MTKLE0G	MTKKL0G	MTKGB0G	MTKGL0G	SCMWGR2	SCMWGR3	SCMWGR4	SCMWGR5	SCMWGR6	SCMWGR7	SCMWGR21	SCMWGR22	PHARM1	PHARM2	PHARM3	PHARM4	PHARM5	PHARM6
18719	2	11186	1	0	13	-5	1	1	6	2	8	4	7	9	1	6	5	1	3	1	2	2	3	2	3	1	7	3	3	5	3	1
20951	2	2405	1	1	15	-5	2	1	7	7	8	4	5	6	4	0	9	2	4	1	4	3	3	2	2	2	1	4	5	4	2	2
3351	2	738	1	0	13	-9	1	1	2	2	9	4	2	8	2	0	3	0	5	1	2	4	2	4	4	2	6	1	3	1	2	6
24498	2	5606																														
36453	2	322	1	0	14	-8	3	1	9	4	7	4	8	8	7	3	2	0	1	5	4	3	3	5	1	4	6	1	2	4	6	5
7031	2	1107	5	0	13	-4	1	2	4	1	9	7	1	3	1	0	1	0	2	4	5	4	4	2	3	5	1	3	5	3	3	6
23826	2	4860	1	0	15	-6	4	1	6	2	9	5	6	10	3	3	6	0	1	1	4	2	1	3	3	3	2	6	7	2	5	7
27448	2	928	5	0	15	-2	1	2	3	5	7	4	2	4	1	0	3	0	2	5	3	5	1	1	3	1	3	1	7	1	3	2
23666	2	1348	2	0	15	-7	1	1	2	2	9	5	2	8	3		3	0														
817	2	2955																														
11887	2	1252	3	1	16	-8	3	2	4	4	6	5	8	10	3	6	8	0	5	1	3	5	1	3	4	1	5	1	4	2	1	4
10751	2	1641	7	0	16	-2	3	3	2	2	9	6	2	10	3	0	6	0	2	5	3	2	1	4	1	3	2	2	6	1	3	6
34413	1	3441																														
5167	2	1978																														
16677	2	3643	2	0	14	-8	1	1	1	1	8	5	4	8	1	3	2	0	5	1	1	1	5	5	5	1	1	3	3	4	1	1
36269	2	1395	9	0	13	-6	1	3	4	4	8	4	3	10	1	0	7	0	2	2	2	5	5	3	1	3	5	4	2	5	5	6
8391	2	1178	3	0	16	-8	1	2	3	3	5	6	1	6	4	0	4	2		3			2				2	1	7	4	2	4
22123	1	2917	2	0	14	-7	3	1	3	6	3	4	8	10	1		8	0														
9437	2	52	1	1	14	-4	3	1	3	9	9	4	9	10	1	0	3	2	1	4	2	5	5	5	2	4	7	3	1	6	1	5
13601	2	1826	6	1	14	-8	1	3	1	5	8	4	4	9	3	0	5	2	3	3	4	3	1	3	3	2	3	1	7	4	4	7
23040	2	4158	4	0	14	-3	1	2	2	7	7	4	2	8	1	0	8	0	5	5	4	3	5	5	5	3	3	1	6	2	1	3
30951	2	1141	7	0	15	-9	1	3	1	5	4	3	3	6	5	0	2	0	5	5	4	3	3	1	1	4	2	1	5	7	1	7
2671	2	124	7	0	13	-7	1	3	2	1	6	6	3	4	1	0	2	0	2	3	2	2	1	2	4	3	2	2	5	1	1	7
38526	2	1189	2	1	14	-7	1	1	1	8	7	3	3	10	1	3	4	1	5	5	4	4	4	5	3	1	7	2	1	4	4	6
36400	1	1009	1	0	14	-8	1	1	2	6	8	4	5	10	2		5	1									6	1	1	6	4	7
28911	2	0	2	0	13	-7	1	1	3	4	3	4	2	6	1	0	7	0	5	3	3	2	1	1	4	4	3	1	3	1	5	7
3654	2	1727	4	0	14	-4	3	2	6	1	8	6	2	8	1	0	4	1	3	1	4	2	3	3	5	4	6	7	7	4	4	6
28184	2	2862	1	0	16	-3	1	1	2	1	7	6	7	10	2	6	3	2	3	3	1	3	2	2	5	3	2	1	5	1	5	6
3547	2	1263	3	0	13	-5	3	2	5	7	3	3	2	9	5	0	7	1	5	1	2	4	1	1	5	4	2	1	7	4	1	7
31806	2	1534	1	0	16	-6	1	1	1	1	6	4	3	10	2	0	6	0	3	1	1	5	5	2	2	2	1	2	6	1	1	5
19691	2	1598	7	0	16	-8	1	3	1	4	9	6	1	2	1	0	2	0	1	5	5	1	1	4	2	3	5	1	7	4	2	6
16099	1	1582	1	0	12	-5	4	1	6	8	3	4	4	8	3	3	4	0	4	2	1	1	5	3	5	1	7	2	7	4	1	1
4214	2	3858	1	1	14	-7	1	1	9	2	4	3	7	8	1		4	0	3	2	4	2	4	1	1	2	7	2	1	4	4	5
1101	2	2259	4	1	14	-4	1	2	5	5	7	4	6	9	1	0	5	2	4	1	2	5	1	4	4	1	7	3	7	5	1	5
15972	2	1902	6	0	16	-6	1	3	1	9	2	3	3	3	1	0	2	0	1	5	3	4	3	5	2	1	2	2	5	1	1	7
2206	2	3389	1	0	15	-7	1	1	2	2	4	4	3	6	5	6	4	3	4	1	2	5	2	2	2	5	7	1	4	2	1	3
27892	1	34	2	1	16	-7	3	1	8	8	2	4	9	8	4	0	8	2	5	1	3	5	2	1	4	2	1	4	6	1	2	7
5564	2	1793	1	0	16	-9	1	1	3	2	9	4	8	6	1	0	4	0	5	5	4	4	1	5	1	1	7	2	7	4	2	6
22163	2	3830	1	0	16	-8	1	1	1	1	9	6	5	2	1		8	0														
13673	2	2600	7	0	12	-3	1	3	9	3	6	5	6	4	7		1	0														
33903	2	5516	2	0	16	-9	1	1	1	5	9	4	9	10	6	0	4	3	3	5	3	2	5	5	1	5	7	2	1	4	6	6
31180	2	1461	1	0	14	-8	1	1	4	4	6	4	5	9	3	3	7	1	2	5	3	2	1	5	1	1	2	4	7	4	1	6
17238	2	7055	2	0	14	-7	3	1	8	1	9	6	7	10	2		2	3	3	2	4	1	4	3	2	1	7	3	2	4	3	3
32138	2	3871	1	1	15	-7	3	1	4	6	8	3	7	7	3	0	4	1	1	1	5	1	3	3	3	1	2	1	1	6	6	7
35309	2	5110	3	1	14	-8	3	2	5	3	6	4	5	10	1	3	5	0	4	1	5	2	2	3	1	1	6	3	1	4	1	5
24174	2	2710	1	0	14	-9	1	1	1	3	5	5	6	10	2	0	2	0	4	1	3	5	3	4	5	1	4	2	7	4	3	6
35125	2	748	2	0	16	-7	1	1	6	6	9	4	6	5	5	3	5	0	2	2	4	3	2	5	2	1	5	2	7	4	4	7
16934	2	1689	2	0	16	-7	1	1	9	1	7	5	6	10	2	0	4	0	5	4	4	3	1	5	2	1	5	1	7	1	6	6
1262	2	2963	4	0	16	-9	1	2	1	2	9	5	3	1	6	0	9	0		1			4				1	1	4	6	6	7
27500	2	1647																														
9278	2	2636	1	0	16	-6	1	1	8	5	9	4	7	9	4	3	2	0	5	4	3	2	4	3	2	1	1	1	2	1	6	7
30577	2	4110	1	0	12	-9	1	1	2	6	6	5	7	9	1	6	4	2	4	4	2	4	1	5	1	4	6	4	2	7	3	7
38165	2	1559																														
14968	2	3353	1	0	14	-6	1	1	2	2	9	4	6	10	1	0	6	1	2	4	3	3	2	3	4	1	6	2	1	5	5	7
38488	2	1885	7	0	13	-4	1	3	3	2	8	6	2	2	1	0	2	0	4	4	3	5	5	3	4	5	1	3	5	3	1	6
25845	1	2014	6	0	13	-5	1	3	3	6	6	4	5	9	3	0	8	0	5	4	4	2	2	5	1	3	7	4	2	6	6	3
24766	2	3484	1	0	14	-4	3	1	7	1	1	5	7	10	5	0	2	0	4	1	1	4	3	4	1	5	7	4	2	1	7	5
433	1	1538	5	2	13	-4	3	3	7	6	4	4	3	9	3	6	6	1	4	3	5	5	4	2	5	1	1	7	7	4	5	7
33034	2	16816	1	0	16	-7	4	1	3	1	9	5	5	9	1	3	5	0		1			1				1	2	4	3	4	4
36344	2	4269																														
5592	1	6273	1	1	14	-8	3	1	8	1	9	5	5	5	3	6	6	3	2	5	4	4	3	3	1	5	1	5	1	1	2	7
440	2	1373	7	0	15	-6	1	3	3	3	5	6	3	10	3	0	5	0	1	2	3	3	1	2	1	1	3	1	4	5	4	6
34466	2	1138	2	0	14	-9	4	1	3	1	9	5	7	10	1	0	5	0	1	2	4	2	1	3	5	2	1	7	7	4	4	7
29293	2	1284	6	0	16	-8	1	3	7	5	5	5	2	5	2	0	3	3	3	5	3	1	1	3	1	2	7	2	7	1	1	7
29451	2	1082	2	0	14	-8	1	1	9	4	7	4	5	10	2	0	6	1	3	4	4	3	3	5	4	3	7	4	1	5	7	6
36951	2	628	8	0	12	-6	1	3	4	6	5	4	2	4	1	3	3	0	3	4	2	2	1	1	3	4	3	1	6	5	2	5
34410	2	1213	5	0	13	-2	1	2	5	3	7	4	2	9	3	0	2	0	4	1	1	3	4	1	1	3	4	3	2	1	6	6
36977	2	3329																														
36479	2	230	5	3	12	-6	3	3	7	8	3	4	7	6	8	0	6	0	3	5	1	3	5	4	4	4	7	2	7	2	1	1
9851	2	5007	1	0	16	-8	1	1	1	9	9	4	7	6	2	3	4	1	5	3	3	3	2	4	4	2	1	1	1	7	3	7
10959	2	2216	6	1	14	-5	1	3	8	4	8	4	7	10	2		4	0														
38217	1	2563	1	0	14	-7	1	1	1	1	6	4	7	10	1		6	1														
7965	2	1967	2	0	16	-6	3	1	4	5	9	5	5	5	3	0	7	0	2	5	2	3	1	4	4	2	5	4	7	1	2	5
28776	1	3300	1	0	15	-9	1	1	7	4	8	5	8	10	3	3	4	2	5	4	3	5	1	3	5	2	6	1	2	2	2	6
3890	2	4046	1	0	14	-6	2	1	6	2	9	5	7	10	2		6	0														
71	2	770	1	1	15	-6	2	1	8	9	8	3	7	4	6	6	5	0	2	5	5	5	1	4	1	5	7	1	6	6	6	7
14160	1	3065	1	0	16	-8	3	1	7	8	5	3	5	7	5	3	5	3	3	1	4	3	2	5	1	1	4	2	7	4	4	7
3360	2	1110	1	0	15	-4	1	1	2	6	2	5	4	9	2	0	1	0	2	1	3	4	3	3	4	1	7	3	5	5	2	2
11003	2	6734	5	0	16	-8	1	2	3	3	9	4	6	10	1	0	2	0	5	5	1	5	5	3	2	4	7	2	1	5	6	6
4773	2	1681	6	0	13	-7	1	3	2	1	8	5	3	3	2	0	1	0	4	5	4	1	2	5	1	3	1	1	7	1	2	7
37484	2	1122	10	1	15	-8	1	4	2	7	6	4	2	9	1	3	5	1	4	4	2	4	4	3	1	3	4	1	6	7	3	6
11027	1	3243	8	0	16	-8	4	3	1	7	2	4	5	7	5	0	7	0	2	2	4	2	5	3	5	2	2	2	3	6	1	5
29992	2	3779	1	1	16	-6	3	1	9	1	8	5	8	10	1	6	8	2	4	4	2	4	2	5	1	2	1	2	2	1	6	7
4708	2	838	1	0	16	-6	1	1	1	4	6	3	8	7	1	3	7	1	5	4	4	5	3	1	3	1	5	1	7	5	3	7
20261	2	2499	1	0	16	-9	1	1	2	1	5	6	7	10	1	3	8	1	5	4	4	3	1	1	1	5	6	2	1	4	6	6
1493	1	0	4	0	15	-6	4	2	2	7	7	3	6	7	2	3	7	1	5	3	1	3	5	4	4	1	6	1	4	2	6	7
21380	2	973	1	0	16	-8	3	1	4	2	9	6	7	9	2	6	5	0	3	4	4	1	3	4	3	2	3	1	7	1	6	7
16089	2	3106	1	0	15	-3	4	1	4	4	4	3	8	9	4	3	2	0	5	1	2	5	1	5	5	1	7	1	7	3	1	2
33874	1	4638	2	2	16	-8	3	2	2	6	8	4	6	9	1		6	0	1	1	5	1	1	5	2	1	2	1	1	5	6	7
33980	2	4263	2	0	14	-9	1	1	1	1	6	7	7	9	1	0	8	3	3	1	3	5	1	4	4	1	6	1	7	4	3	7
24910	2	1076	3	0	14	-7	3	2	4	2	4	6	1	6	1	3	9	0	1	4	5	1	1	3	5	3	2	1	7	3	2	6
1273	2	1434	4	2	13	-7	2	2	9	7	9	2	2	6	6	6	4	1	5	1	3	3	1	3	2	1	5	1	7	4	6	7
3574	1	3602	5	0	15	-5	1	2	2	5	9	5	7	8	2	0	8	0	2	4	5	4	5	3	3	4	1	5	4	4	4	4
27234	2	5048	1	0	14	-8	1	1	6	5	7	5	7	10	1	0	3	2	4	3	4	4	4	3	4	2	6	2	1	4	6	6
28289	2	2908	3	0	16	-8	1	2	2	3	8	5	6	10	1	0	5	2	1	1	2	4	1	1	2	5	7	1	3	2	1	3
3156	1	2478	2	0	16	-7	3	1	5	1	7	6	7	9	1	6	4	2	4	5	4	1	3	5	2	1	2	1	1	2	7	7
20010	1	1841	6	0	13	-4	1	3	4	2	9	6	3	5	4		1	0														
5560	2	3015	1	0	16	-8	1	1	5	2	8	6	3	10	3	0	7	2	4	4	4	1	3	5	5	4	2	2	5	4	6	5
26997	2	2939	2	0	14	-6	1	1	5	3	5	4	5	2	2		9	0														
24011	1	1613	2	1	13	-5	2	1	8	9	4	4	6	7	6	0	6	3	1	5	4	5	2	3	1	1	7	4	7	7	4	7
27379	2	2525	2	0	13	-3	1	1	3	1	4	6	4	10	1	0	6	0	2	2	4	1	2	3	1	4	7	2	1	5	2	3
35073	2	2027	1	0	13	-8	1	1	3	2	9	5	5	9	1	0	3	0	5	2	3	4	1	2	5	1	1	1	1	7	3	7
11412	1	1456	3	0	13	-5	1	2	2	3	2	7	1	2	2	0	4	0	5	5	4	4	2	3	3	5	4	1	6	2	1	5
20649	2	2824																														
12736	2	6488	1	0	16	-6	3	1	2	1	9	5	7	10	5	0	8	2	1	5	4	2	3	4	2	4	7	2	7	4	4	7
28254	2	3760	1	0	14	-7	1	1	1	1	5	4	7	1	1	3	9	0	1	1	5	5	1	3	4	4	1	3	1	5	1	7
17388	2	539	4	0	15	-2	1	2	5	7	4	5	5	6	2	0	4	0	5	5	1	5	5	1	2	4	5	1	7	1	4	6
3284	2	4425	1	0	16	-7	1	1	7	4	8	5	9	4	7	0	4	0	5	5	5	5	1	5	4	4	7	1	6	1	6	6
30347	2	984	6	0	12	-6	1	3	8	8	9	3	4	4	1		3	0														
24816	1	2720	1	0	15	-5	3	1	4	9	5	5	3	6	4	6	5	0	3	1	1	4	4	1	5	5	5	3	6	4	1	7
11	2	4834	1	0	14	-9	1	1	7	1	3	4	7	7	1	0	7	0	2	1	4	4	1	2	4	1	6	1	1	6	6	6
37174	2	982																														
20374	2	2555	1	0	16	-6	1	1	1	1	8	7	4	10	1	0	5	1	4	1	5	1	1	5	1	1	7	1	1	6	4	5
6506	2	1273																														
20755	1	3132	1	0	14	-3	1	1	9	3	9	2	6	10	4		3	1														
22618	2	9301	1	1	16	-9	3	1	4	3	3	5	7	10	4	0	3	1	4	4	3	1	4	5	4	4	1	1	1	1	7	7
10482	2	5418	1	0	16	-9	1	1	1	2	4	4	6	10	1	3	7	2	2	2	5	5	4	2	1	5	7	1	2	3	5	6
10354	2	6935	1	0	13	-5	1	1	4	1	6	4	8	10	4		3	2														
32694	2	7132	1	0	12	-9	1	1	2	1	9	4	6	10	1		5	1														
31420	1	7914	1	0	16	-8	1	1	2	1	6	3	6	1	3		8	0														
14273	1	2660	3	0	16	-7	1	2	1	5	8	2	4	10	1	0	5	0	3	3	3	3	3	1	5	4	7	2	7	1	1	5
16844	2	927	8	1	14	-6	1	3	2	6	4	4	4	9	3	0	7	0	5	5	2	1	4	5	2	2	2	4	5	5	3	5
2554	2	927	4	0	14	-7	1	2	1	2	5	4	3	2	3	3	4	0	2	3	5	1	1	3	5	5	2	1	7	3	2	5
24263	2	1123	6	0	16	-7	3	3	3	2	9	5	4	5	2	3	1	0	2	1	4	1	1	5	4	3	6	1	4	4	5	6
14108	2	8453	2	0	16	-8	4	1	2	1	8	5	9	9	6		6	2														
9341	2	2789	1	0	14	-7	1	1	2	1	4	4	7	9	1	3	3	0	5	4	5	4	5	3	1	3	7	2	3	4	5	4
22121	2	5635																														
13495	2	1436	6	0	16	-6	1	3	3	3	3	3	4	7	2	3	3	3	2	1	5	1	1	3	2	3	2	1	7	3	3	6
21335	1	6070	2	1	13	-3	1	1	5	2	4	5	6	8	7	3	7	0	3	1	4	2	3	1	4	2	1	4	7	4	1	3
3886	2	123	2	1	16	-9	1	1	5	6	8	3	7	5	5	3	2	0	1	1	4	2	1	2	4	1	5	1	1	3	7	7
2804	1	1765	4	0	16	-8	1	2	1	2	5	6	4	6	2		1	0														
30706	2	7429	2	0	13	-9	1	1	2	1	6	4	6	8	1	3	7	0	3	1	4	2	2	5	3	2	6	2	6	4	5	7
18847	2	3541	1	0	14	-4	1	1	2	2	2	6	8	8	4	0	4	2	4	2	3	3	3	4	3	5	7	2	1	5	5	4
8788	2	4286	2	0	16	-8	1	1	3	6	6	4	7	2	4	0	1	2	4	1	2	3	1	2	2	2	7	2	1	5	3	5
38115	1	2979	4	0	14	-8	1	2	1	7	2	3	6	9	2	3	6	1	1	5	5	5	5	5	5	2	6	1	7	3	2	7
25990	1	0	2	0	14	-9	3	1	8	6	7	4	8	7	2	3	6	0	1	1	5	4	1	3	3	4	5	4	2	4	1	6
26854	2	1224	1	0	13	-8	3	1	7	5	5	3	7	10	3	0	7	1	2	3	2	5	1	4	4	1	4	6	7	1	3	6
28500	2	4375	1	0	14	-5	1	1	2	3	7	3	6	9	4	0	5	3	2	5	1	2	5	3	3	5	7	1	7	3	1	1
35928	1	1448	1	1	14	-6	3	1	4	5	8	3	5	9	2		2	2														
10501	1	5235	2	0	16	-9	1	1	1	5	6	5	8	2	7	0	4	0									4	1	1	6	6	7
26127	2	4575	1	0	14	-7	1	1	4	7	9	2	8	7	1	3	4	0		1			1				7	2	2	4	6	6
34723	2	6750	1	0	12	-4	1	1	8	7	5	4	9	9	2	6	3	2	2	1	5	5	1	5	5	4	7	7	7	5	6	6
16281	2	1114	2	1	14	-8	3	1	9	7	9	4	9	10	4	6	3	2									7	3	7	1	3	6
28827	2	2288	1	0	13	-4	4	1	5	6	8	6	4	2	3	0	6	0	4	1	2	5	4	5	4	2	1	3	1	1	5	6
31160	2	3301																														
26617	2	1356	21	1	13	-2	1	5	5	2	5	5	2	10	4	0	2	1	5	1	1	5	5	2	3	2	2	5	1	1	7	5
27510	2	3712	1	1	14	-9	3	1	5	1	9	5	7	10	2		3	1														
2245	2	2627	1	0	13	-9	1	1	2	3	8	5	2	10	2	3	7	3	1	1	2	1	5	1	5	1	7	4	5	5	1	1
16486	2	3551	1	0	14	-9	3	1	2	2	4	5	7	1	1	0	1	3	3	4	4	3	2	3	3	1	2	1	1	6	6	7
14050	2	2039	9	0	16	-7	1	3	1	5	7	5	1	8	1	0	6	1	2	4	2	3	2	4	2	2	3	1	6	3	2	5
35527	1	878	1	0	16	-8	4	1	4	2	5	6	3	5	3	6	2	2		1			5				1	7	7	1	7	7
16832	1	1973																														
38184	1	243	4	0	16	-8	1	2	2	2	9	5	4	9	1	6	2	3	3	4	4	2	4	5	3	2	3	1	7	1	2	4
14036	2	383	1	0	14	-7	1	1	2	1	9	3	5	10	1	3	4	2	2	1	3	2	1	2	3	1	6	2	1	4	3	6
267	2	2064	7	0	15	-4	1	3	4	2	9	5	3	8	3	0	3	0	2	1	5	1	1	5	3	5	5	4	2	5	5	5
15255	1	3	1	0	16	-7	1	1	6	1	7	5	5	10	2	0	5	1	1	1	5	1	3	1	5	5	6	1	2	1	2	7
17279	2	4709	1	0	14	-7	1	1	6	2	5	4	6	6	3		5	1														
28988	1	1350	1	1	14	-8	1	1	5	4	9	5	4	5	1	0	4	0	4	5	5	3	3	5	1	1	5	1	2	5	7	7
19350	2	3074	1	0	16	-9	3	1	3	4	2	4	5	4	2	6	8	2	4	4	4	3	4	5	4	2	6	1	1	6	5	7
29514	1	5505	1	0	16	-8	1	1	1	2	7	4	8	4	2	3	5	0	1	5	3	4	4	2	5	1	6	2	7	3	1	5
15569	2	794	4	0	16	-7	1	2	5	4	5	4	2	2	1	3	1	0	4	1	3	5	2	1	4	5	3	1	6	7	2	6
21723	2	2086	3	0	15	-3	3	2	7	5	6	4	8	8	2	3	6	0	4	5	2	3	2	3	2	1	1	4	7	3	1	3
19711	2	3649	1	0	14	-6	3	1	5	2	6	4	8	9	3	0	7	2	3	2	4	5	2	5	2	3	6	2	7	4	4	7
418	2	3276	1	0	14	-7	2	1	7	3	4	3	8	9	2		8	1	3	5	3	5	2	3	3	2	7	2	2	4	6	5
19570	1	3231	3	0	16	-9	3	2	7	4	4	3	8	6	1	6	5	3	4	4	1	3	1	3	3	1	6	1	1	2	3	7
11013	2	2374	1	0	14	-8	1	1	1	1	4	5	2	9	2	0	4	1	3	2	4	3	2	2	4	1	1	2	2	5	4	6
2419	2	3485	1	0	15	-6	2	1	5	3	5	4	7	5	5	0	1	0	5	1	4	3	1	1	4	3	7	1	4	2	1	6
36162	2	2963	1	0	14	-8	1	1	1	2	8	4	8	10	3	3	5	0	3	4	3	3	5	4	2	4	3	2	7	4	4	6
9379	2	1500	6	0	15	-6	1	3	3	3	9	4	2	5	4	3	2	0	2	4	4	2	5	5	1	5	6	4	6	2	5	7
9307	2	3030	1	0	14	-8	3	1	4	1	3	5	7	8	2	0	2	2	2	4	4	1	1	4	5	2	7	2	7	4	4	6
32974	1	1911	1	0	15	-7	2	1	8	4	9	6	7	8	2	6	3	1	4	4	1	4	4	4	3	2	7	2	7	2	1	7
1536	2	1847	1	0	16	-9	1	1	1	2	8	6	5	5	3	3	5	0	1	1	5	5	4	5	1	3	6	1	1	6	4	7
26552	1	854	5	0	13	-6	1	2	7	5	8	4	4	8	1		1	0														
2963	2	919																														
9010	2	1819	8	0	14	-5	1	3	1	4	9	4	2	7	3	0	6	2	4	4	2	4	3	2	2	2	7	2	7	3	3	1
4997	2	1390	8	0	13	-6	1	3	3	3	5	5	3	4	2	0	5	2	3	4	3	2	5	5	1	4	1	5	1	1	7	4
15795	2	4671	1	0	16	-6	3	1	2	1	3	4	8	10	2	0	5	1	1	4	3	5	5	5	3	4	6	2	2	5	5	4
7086	1	2652	1	0	13	-7	3	1	3	1	2	6	7	10	1	3	5	2	1	1	5	1	1	3	5	5	6	3	3	4	2	1
6543	2	2521	2	1	16	-6	3	1	7	4	7	5	8	9	9	0	5	0	2	2	5	1	1	2	1	1	7	6	7	5	4	4
20704	2	4404	2	0	13	-9	3	1	5	2	9	6	4	5	2	3	1	0	2	1	4	4	5	5	4	1	1	7	7	4	2	7
34023	2	1568	6	0	14	-5	1	3	1	1	9	6	2	7	2	0	1	1	3	4	2	1	2	5	5	2	7	1	7	4	2	6
13003	2	1242	9	0	15	-6	1	3	4	2	6	4	2	6	3		3	1														
2876	2	3197	1	0	15	-7	1	1	2	1	3	5	6	10	2	3	3	3	5	5	4	5	4	5	5	5	5	1	4	3	1	3
5552	2	973	65	1	15	-5	3	5	4	1	7	7	1	1	1	3	1	0	1	3	3	1	4	5	3	4	1	5	4	5	2	6
9752	2	1899	5	2	14	-5	3	3	6	1	9	5	6	5	1	3	4	0	4	1	3	5	5	4	4	3	7	1	7	2	4	6
16985	1	2071	9	1	12	-4	2	3	8	7	3	5	1	9	7	0	8	1	1	4	4	4	2	2	1	2	6	3	7	6	1	1
4056	2	4033	1	1	16	-8	4	1	2	4	5	3	9	8	3	6	6	3	3	3	2	3	2	3	2	2	6	1	6	2	5	7
7390	2	1661	1	0	16	-4	1	1	2	1	8	5	8	7	3	0	3	0	3	5	1	3	3	3	3	1	3	1	3	7	6	7
15421	2	2271																														
35425	1	0	1	0	13	-7	1	1	9	6	2	5	4	8	3	0	8	1	4	4	2	5	3	3	2	5	7	1	3	2	2	4
34284	2	2418	5	0	15	-7	3	2	4	6	8	5	9	4	3	0	1	0	5	2	4	4	5	5	5	2	7	3	5	1	7	7
38316	2	9242	2	1	14	-8	1	1	4	3	8	5	8	9	3	0	4	3	5	2	5	3	3	4	5	3	7	1	6	3	6	7
25492	2	1353	4	0	13	-5	1	2	3	2	3	6	1	3	4	0	7	3	1	5	5	1	1	5	4	3	6	2	7	5	3	5
3661	2	1654	1	0	16	-9	1	1	1	1	8	8	4	1	5	3	1	0									2	1	1	5	6	7
32329	2	2016	1	0	16	-8	1	1	1	9	9	4	7	10	2	6	6	2	5	2	1	5	1	1	1	3	7	1	3	7	5	7
26400	2	1495	1	0	15	-7	4	1	8	9	6	4	7	8	4	3	6	0	5	5	5	1	3	5	1	3	5	6	6	1	3	7
8031	2	729	8	0	15	-3	1	3	2	3	9	5	1	5	8	0	8	0	2	5	3	1	1	5	1	2	5	2	5	2	1	6
2682	2	3409	2	0	16	-8	3	1	1	1	8	5	7	9	2		2	3														
23278	2	2865	5	1	12	-5	3	2	8	5	9	4	4	3	7		1	0														
15453	1	2576	1	1	13	-7	1	1	8	1	6	5	7	4	1	0	5	0	3	3	4	1	2	4	3	1	6	2	3	5	6	5
22913	1	0	1	0	14	-6	3	1	4	7	7	4	7	10	2	3	3	1	1	2	3	3	3	1	5	1	1	7	7	4	3	6
9821	1	2019	1	0	16	-8	4	1	4	1	8	5	8	6	1	3	3	2	1	1	5	4	2	4	1	4	4	6	7	4	2	4
33575	2	2356	2	0	12	-2	1	1	8	3	7	6	6	10	5	0	4	0	5	3	5	5	1	4	5	2	1	4	6	4	1	3
29614	2	7640	1	0	13	-5	3	1	3	4	9	4	5	8	3	3	5	0	1	1	2	3	2	3	3	4	4	1	3	3	1	4
14923	2	3372																														
29894	2	3969	1	0	15	-9	1	1	6	1	6	4	5	9	3		1	2														
21773	2	1410	5	0	16	-8	1	2	2	5	1	6	2	8	1	0	6	2	1	1	1	4	3	1	1	2	6	2	3	5	6	7
11263	1	0	2	0	13	-6	4	1	8	2	3	5	9	10	3	0	3	0	5	4	1	4	5	5	4	2	7	1	7	1	4	6
10335	2	1005	1	0	15	-5	1	1	9	1	9	4	6	5	6		7	0														
28683	2	2481	1	0	15	-2	3	1	8	3	8	3	9	6	7	3	8	0	5	2	2	2	1	4	5	2	7	1	7	2	1	3
18669	2	3403	2	0	12	-8	2	1	3	1	9	5	9	7	2	0	6	0	1	1	5	3	1	2	4	2	1	7	7	5	3	6
27984	1	2782	0	2	14	-8	2	0	9	1	5	5	6	9	1	3	4	1	3	2	5	2	1	5	5	1	2	2	6	4	5	7
30569	2	3424	1	0	16	-8	3	1	7	2	9	5	5	9	2	0	4	0	4	1	5	1	3	3	1	3	1	1	1	1	7	7
8514	2	2439	7	0	14	-8	1	3	1	4	9	5	1	7	3	0	5	0	3	5	5	4	3	4	1	5	3	1	7	4	1	7
12443	1	1683																														
19969	2	0	6	2	16	-9	1	3	6	2	9	4	7	7	3		7	2														
7421	2	1713	3	0	14	-9	1	2	1	1	3	4	3	10	2	3	4	3				2		3			1	7	3	1	5	1
579	2	1008	1	0	16	-5	1	1	1	7	3	4	8	10	1	0	6	2	1	1	4	2	4	5	1	1	6	2	1	5	3	6
9321	1	10694	1	0	12	-5	1	1	9	9	4	5	9	3	7	3	9	2	4	5	5	5	2	5	5	1	6	2	7	6	1	1
38019	2	2058	1	0	16	-5	3	1	5	1	8	6	6	4	6	0	1	2	2	1	3	4	4	4	2	3	3	7	7	4	3	5
6626	2	2660																														
37585	2	767	5	0	15	-6	1	2	1	3	3	5	4	7	1	3	7	1	5	5	4	1	1	1	1	3	2	1	7	1	5	6
11567	2	0	1	0	14	-5	1	1	2	1	8	5	9	8	7	0	9	3									6	2	7	5	1	7
22078	2	1805																														
4713	2	1425	1	0	12	-5	1	1	5	5	8	5	7	8	1	0	7	1	2	2	4	5	1	1	3	2	5	2	1	5	5	6
28733	2	2671																														
4632	2	1416	1	0	12	-9	4	1	3	4	8	5	4	5	4	6	3	0	4	5	1	5	1	2	1	2	4	1	3	7	1	7
32606	1	1129	4	0	13	-5	1	2	5	6	6	5	3	8	2	0	7	1	5	1	2	5	4	1	3	1	4	1	3	1	2	7
25589	2	3934	1	0	14	-3	3	1	6	1	9	5	8	10	8	0	4	2	5	1	3	1	2	5	1	3	7	4	1	5	7	6
32290	1	1732	3	0	13	-5	3	2	5	3	9	5	6	8	1	3	1	0	5	5	3	3	4	5	4	3	7	1	4	3	1	3
34859	1	51	1	1	13	-3	1	1	8	3	6	5	6	5	5	3	3	0	5	5	1	2	2	5	5	5	7	3	1	1	7	2
